rho_log_k_log_beta,rho_log_k_alpha,rho_log_k_delta,rho_log_beta_alpha,rho_log_beta_delta,rho_alpha_delta
-0.10122562,0.3754842,-0.7312122,-0.30173552,0.7039193,-0.21973953
-0.2527746,0.37699524,-0.69735456,-0.38755846,0.83642507,-0.28003472
-0.20640977,0.35575584,-0.6690727,-0.36439836,0.81935024,-0.21715441
-0.15386616,0.33844244,-0.72146726,-0.31488958,0.7521276,-0.20435165
-0.23219194,0.3901449,-0.7791997,-0.34346855,0.75044674,-0.26016295
-0.104854636,0.3954351,-0.72298235,-0.27485973,0.7205332,-0.23596668
-0.101776674,0.3844114,-0.7352326,-0.31382874,0.69345534,-0.21917176
-0.12785992,0.35788608,-0.66258824,-0.317096,0.7757384,-0.18531846
-0.22963788,0.39477742,-0.72679853,-0.32793164,0.79087543,-0.22701603
-0.15579803,0.389303,-0.717664,-0.32930684,0.73912185,-0.20348664
-0.2198894,0.37703055,-0.629704,-0.37255853,0.81770515,-0.14354178
-0.2309389,0.4237823,-0.7391934,-0.34620446,0.71693766,-0.13429359
-0.16285089,0.37910327,-0.7180056,-0.32071263,0.74568564,-0.19858186
-0.23323597,0.40480235,-0.78294355,-0.34131643,0.73121667,-0.23071861
-0.14472462,0.3869398,-0.73855495,-0.31671008,0.7350556,-0.25924504
-0.26336014,0.38581282,-0.70163894,-0.37388548,0.83174336,-0.25750244
-0.12121481,0.41954854,-0.79468584,-0.2984538,0.6698439,-0.3169732
-0.19358647,0.34980527,-0.7487538,-0.3366841,0.7249862,-0.1610977
-0.18217196,0.33850273,-0.71793836,-0.3344274,0.7749598,-0.2179331
-0.13155091,0.46255738,-0.7375938,-0.26187027,0.6922187,-0.20122865
-0.25052047,0.44931513,-0.81279093,-0.31127346,0.7374033,-0.3183723
-0.034707427,0.36439964,-0.72191906,-0.26959714,0.6708645,-0.2088718
-0.20882052,0.36657694,-0.7552652,-0.3289753,0.7441298,-0.19770052
-0.107456096,0.37308776,-0.69101024,-0.33487096,0.69995636,-0.13344279
-0.22480813,0.40589237,-0.7340851,-0.35071594,0.7482886,-0.17797434
-0.218601,0.4149814,-0.7529416,-0.36672774,0.76122236,-0.2773123
-0.15413107,0.333222,-0.72908527,-0.3038911,0.73437953,-0.16468877
-0.18254471,0.40787083,-0.7554245,-0.3539517,0.71965927,-0.23377982
-0.23527613,0.37685406,-0.7624976,-0.3278933,0.7608534,-0.21615443
-0.21423945,0.3753313,-0.71564186,-0.34178206,0.7950708,-0.24097236
-0.24789134,0.3929725,-0.74457216,-0.338783,0.7901295,-0.24449301
-0.20540087,0.38526934,-0.7549037,-0.31055993,0.7563416,-0.2388483
-0.2155419,0.33764273,-0.72389203,-0.3441217,0.8109018,-0.30143607
-0.2351603,0.4495929,-0.762117,-0.34242088,0.75655466,-0.27020139
-0.24069813,0.36282864,-0.7339758,-0.3262216,0.80757004,-0.25209463
-0.20967565,0.394144,-0.69756806,-0.35498023,0.74314654,-0.11723888
-0.23983715,0.4019573,-0.7772344,-0.31951636,0.70548844,-0.14531675
-0.15753718,0.36153436,-0.7377121,-0.28768918,0.72553235,-0.16507688
-0.20519482,0.34527105,-0.7328677,-0.34752202,0.7885402,-0.27688077
-0.29864866,0.37416872,-0.7889003,-0.32264537,0.7907243,-0.24867092
-0.28635678,0.4268772,-0.78587073,-0.30952102,0.73848015,-0.16970506
-0.159188,0.40123785,-0.74509776,-0.3417835,0.71200585,-0.22264129
-0.18105394,0.3238676,-0.7676968,-0.28546998,0.7290142,-0.18270257
-0.20314762,0.33032367,-0.7168727,-0.32392088,0.7700983,-0.15083534
-0.22560853,0.40128517,-0.74715626,-0.34502774,0.78637445,-0.29566652
-0.15781897,0.40251952,-0.698235,-0.3299678,0.73353165,-0.15835604
-0.21903248,0.31672898,-0.65227145,-0.32908943,0.83421075,-0.15100516
-0.2173247,0.39949805,-0.73513067,-0.32174164,0.7255373,-0.123370945
-0.17838919,0.41634327,-0.7895358,-0.30265415,0.68460363,-0.22840887
-0.19497141,0.3818751,-0.7042376,-0.3234359,0.7806713,-0.197641
-0.13007446,0.40876383,-0.7654465,-0.28937715,0.6824955,-0.22472154
-0.17447181,0.3693467,-0.66635776,-0.33576337,0.78421056,-0.1610041
-0.2646112,0.37283576,-0.7888345,-0.34490907,0.7849268,-0.32586852
-0.05899201,0.4038018,-0.7362901,-0.31033644,0.6866143,-0.3063786
-0.19540781,0.40817013,-0.7288855,-0.32673863,0.7576388,-0.21811652
-0.17859098,0.41919944,-0.7221847,-0.3263772,0.77674204,-0.28845623
-0.25893006,0.43888322,-0.745034,-0.35796976,0.7973923,-0.28788167
-0.31254128,0.39917776,-0.74627507,-0.38938388,0.79932654,-0.20604542
-0.13163413,0.37728062,-0.7271043,-0.3329249,0.7145043,-0.20191124
-0.15296222,0.41606835,-0.67697287,-0.35692167,0.7828545,-0.2649516
-0.12562679,0.3754183,-0.71479267,-0.3385626,0.7135469,-0.18642169
-0.14346567,0.35391718,-0.67658675,-0.32552105,0.77942216,-0.20625801
-0.1903722,0.42839566,-0.7716412,-0.35636652,0.7257618,-0.2924422
-0.20209873,0.37123728,-0.7432116,-0.31070346,0.7540778,-0.19374721
-0.24273673,0.38255033,-0.7014272,-0.37334126,0.8237642,-0.26244456
-0.10227956,0.36085036,-0.6957003,-0.29743814,0.7560881,-0.25043726
-0.23467308,0.39450222,-0.71593124,-0.39629775,0.7392813,-0.14300627
-0.15602183,0.3901998,-0.77787554,-0.29726556,0.6941054,-0.22967246
-0.1868149,0.42100304,-0.75594133,-0.3720548,0.6746613,-0.16804174
-0.15325348,0.37644222,-0.72407746,-0.3208632,0.747198,-0.22796705
-0.22050191,0.4042634,-0.7388013,-0.3463479,0.7720481,-0.24564186
-0.21072431,0.35742003,-0.7480348,-0.3020373,0.7830196,-0.2622416
-0.18898353,0.41912916,-0.7289589,-0.31331584,0.6991304,-0.11607912
-0.10431676,0.38785526,-0.7466992,-0.28620794,0.66511875,-0.16885701
-0.15999717,0.3635633,-0.6597171,-0.37132993,0.8058841,-0.2513519
-0.17200741,0.3150628,-0.72891647,-0.26863185,0.7677521,-0.1862834
-0.1536008,0.3280079,-0.6998988,-0.27334392,0.7684675,-0.15342908
-0.22401482,0.3778554,-0.7214321,-0.32861102,0.7749322,-0.17781064
-0.28131986,0.35475346,-0.6886624,-0.33565566,0.8302379,-0.14553744
-0.28401133,0.37610272,-0.7447961,-0.3536736,0.8132558,-0.24628726
-0.200716,0.36098015,-0.7379665,-0.33052236,0.7508141,-0.18299147
-0.20862378,0.3457337,-0.76074797,-0.31213892,0.7699741,-0.25997448
-0.13071263,0.36812392,-0.70260537,-0.34706613,0.7519654,-0.23999806
-0.19129123,0.33524686,-0.69482404,-0.29089716,0.79831886,-0.1748335
-0.16377264,0.414031,-0.753009,-0.28651246,0.7401407,-0.27735454
-0.25706828,0.4076586,-0.72735506,-0.40460408,0.7778084,-0.22199571
-0.043585442,0.38370225,-0.6598026,-0.29456964,0.70583504,-0.1571599
-0.20492424,0.41760617,-0.8240065,-0.3255345,0.6951518,-0.32395938
-0.11828452,0.36327302,-0.7063405,-0.31272772,0.76252145,-0.28818363
-0.11883883,0.4183644,-0.7050402,-0.32326877,0.76112515,-0.3176085
-0.1611406,0.41764924,-0.7558173,-0.31502724,0.7088765,-0.22903706
-0.14006308,0.32921526,-0.7535168,-0.3244368,0.724755,-0.24340285
-0.18751575,0.37408277,-0.7648759,-0.33823615,0.7500771,-0.29872337
-0.13669293,0.36122072,-0.71850383,-0.35369313,0.75146234,-0.26976514
-0.19078417,0.39153162,-0.7264126,-0.33749506,0.78467286,-0.290407
-0.3607864,0.4101732,-0.774588,-0.38640156,0.83309686,-0.28095055
-0.17734261,0.35729685,-0.72486836,-0.32997018,0.767483,-0.23426637
-0.0699994,0.40131804,-0.717037,-0.27722022,0.68432015,-0.20109722
-0.1610989,0.36271688,-0.7087597,-0.3604466,0.76034343,-0.22840573
-0.075031094,0.32543504,-0.69831455,-0.3331677,0.722041,-0.21632585
-0.22005966,0.41024914,-0.74977404,-0.33758745,0.73510677,-0.18515697
-0.20528556,0.37468272,-0.73735285,-0.3559199,0.75882167,-0.22315226
-0.09813658,0.35191742,-0.68885934,-0.28932467,0.67113197,-0.042402208
-0.20642988,0.35046953,-0.69090074,-0.33940673,0.8145108,-0.22948588
-0.1408545,0.40941364,-0.7019979,-0.3011645,0.74837214,-0.2066287
-0.16518955,0.4080503,-0.73219275,-0.3225034,0.7676044,-0.3109666
-0.15661655,0.36109236,-0.71184915,-0.3273166,0.7397026,-0.16856104
-0.2642386,0.41249925,-0.77821726,-0.32833245,0.7292696,-0.16688603
-0.23306409,0.3978769,-0.7214147,-0.36574578,0.8160182,-0.31338787
-0.23558207,0.35184968,-0.7413295,-0.338785,0.7796405,-0.20633386
-0.13109791,0.434994,-0.76304764,-0.29519737,0.6949335,-0.26914078
-0.23145245,0.37775493,-0.75036335,-0.34003296,0.72774655,-0.13539031
-0.2357523,0.37333134,-0.7656694,-0.33836836,0.7578595,-0.220099
-0.0670559,0.34438622,-0.7848219,-0.2160267,0.6158729,-0.1462433
-0.14623101,0.43181506,-0.77006155,-0.29693797,0.68598115,-0.23930812
-0.18770622,0.4048901,-0.7829882,-0.31130245,0.70223475,-0.24224795
-0.23230833,0.37980536,-0.7044262,-0.32913437,0.79167366,-0.16877598
-0.16192794,0.40093434,-0.7618052,-0.3222227,0.72110003,-0.26344204
-0.2333203,0.38997942,-0.71568435,-0.38653034,0.7959977,-0.25153285
-0.21097004,0.42160758,-0.70478547,-0.37109408,0.8050217,-0.296481
-0.11678903,0.38413614,-0.7372875,-0.31766352,0.7213196,-0.273472
-0.18490113,0.3896376,-0.67195475,-0.34357065,0.82233834,-0.2781211
-0.20170622,0.4069224,-0.7371047,-0.36943653,0.7274766,-0.19561312
-0.10998735,0.34727088,-0.7298997,-0.26988345,0.6985332,-0.14605105
-0.1692807,0.42693904,-0.6542897,-0.3625011,0.8098671,-0.2659014
-0.08543508,0.40468365,-0.70179737,-0.3354352,0.7433179,-0.32781166
-0.2662198,0.364298,-0.7310782,-0.355869,0.80099046,-0.20261669
-0.089611575,0.3904395,-0.69479245,-0.31149626,0.71502185,-0.19486123
-0.2535323,0.345399,-0.72982895,-0.36733848,0.80046165,-0.2146825
-0.1171043,0.3577603,-0.7269755,-0.308234,0.7204223,-0.21356693
-0.14782079,0.38168335,-0.7564204,-0.2931367,0.6784687,-0.14549783
-0.17436796,0.35627764,-0.69242686,-0.31560513,0.78870726,-0.20285639
-0.14980952,0.351845,-0.7573604,-0.31240326,0.7102327,-0.20401081
-0.12592031,0.3748604,-0.74091464,-0.29890165,0.70236766,-0.20043601
-0.20295846,0.3871008,-0.6742456,-0.36864197,0.8052637,-0.21972224
-0.21445367,0.37220466,-0.7337091,-0.3549744,0.75481004,-0.18485501
-0.16306664,0.34643826,-0.7523622,-0.29284364,0.7299013,-0.1965602
-0.14367108,0.36830133,-0.7780616,-0.294121,0.6997041,-0.24895358
-0.10150462,0.385379,-0.721165,-0.305464,0.7354602,-0.29976302
-0.12776093,0.3409333,-0.71658117,-0.29320544,0.75250196,-0.22782955
-0.1440351,0.36102203,-0.7515988,-0.31463537,0.7075732,-0.20253977
-0.11572221,0.37705743,-0.7086439,-0.34141463,0.71895736,-0.20731089
-0.17361811,0.30085295,-0.66356117,-0.32039636,0.80331296,-0.15466692
-0.34358913,0.45475647,-0.7666522,-0.3926561,0.7978053,-0.23925653
-0.24562998,0.43200108,-0.7550343,-0.35173643,0.78296804,-0.30591074
-0.13145442,0.37868926,-0.74315274,-0.25991744,0.7250183,-0.22860442
-0.15538777,0.4090926,-0.7723568,-0.28469068,0.6865469,-0.20912632
-0.24549994,0.3261422,-0.70463663,-0.3451742,0.82187253,-0.20392051
-0.17255317,0.37637892,-0.72986466,-0.33410332,0.720038,-0.15646368
-0.19974762,0.37006196,-0.75395274,-0.29318047,0.74367994,-0.18992548
-0.0831791,0.38186342,-0.69298136,-0.30442113,0.72187364,-0.21120234
-0.20442821,0.3771573,-0.7844863,-0.2773746,0.6936097,-0.14338556
-0.14457202,0.3786283,-0.70177996,-0.37373814,0.7623445,-0.26799273
-0.19572265,0.3669227,-0.72532654,-0.36012965,0.7513205,-0.18868172
-0.012449037,0.41269502,-0.6776764,-0.28933817,0.66611236,-0.18304637
-0.14143576,0.41398135,-0.7434551,-0.3288942,0.7323122,-0.29739743
-0.06934382,0.3726551,-0.7181444,-0.26287204,0.689319,-0.18356997
-0.17297545,0.38881278,-0.71498656,-0.3478678,0.78699875,-0.31549776
-0.14367115,0.38251048,-0.72529596,-0.35732067,0.7495286,-0.2856627
-0.3048988,0.3666038,-0.76060283,-0.32584405,0.81776494,-0.2440557
-0.21714066,0.34032854,-0.7358725,-0.31050262,0.7724523,-0.17502095
-0.1445022,0.39310777,-0.71742654,-0.30433577,0.7450242,-0.22207446
-0.19636786,0.4192418,-0.72640324,-0.34097463,0.7536166,-0.22145581
-0.19428161,0.33344412,-0.7222645,-0.338312,0.7787354,-0.21446715
-0.15170343,0.3562768,-0.7013701,-0.32343522,0.7423287,-0.15436381
-0.17661498,0.36332074,-0.68674535,-0.35000187,0.7677809,-0.16690826
-0.15829594,0.39078134,-0.7436915,-0.3445099,0.7239112,-0.2359392
-0.1872151,0.38228464,-0.7169355,-0.3515048,0.77238065,-0.23808321
-0.13021041,0.3602109,-0.75142956,-0.3099826,0.6978159,-0.19912137
-0.28483364,0.39029205,-0.78292775,-0.32797268,0.7666198,-0.2083269
-0.18661524,0.40737617,-0.7418739,-0.34173912,0.76406765,-0.2959792
-0.088747494,0.3820866,-0.6853573,-0.3102969,0.7524046,-0.27173
-0.04537009,0.3935562,-0.7009974,-0.2974299,0.63879067,-0.11949521
-0.21126394,0.42602888,-0.7527828,-0.34433442,0.75742704,-0.27268165
-0.21634103,0.42724404,-0.69960064,-0.3217186,0.82121724,-0.2885853
-0.14716578,0.3777155,-0.759667,-0.32298172,0.7189953,-0.2670948
-0.10302117,0.33235353,-0.72346264,-0.2650395,0.7015073,-0.13672438
-0.1594651,0.38931465,-0.7654003,-0.3090357,0.7341006,-0.30395406
-0.22083837,0.43420225,-0.75375915,-0.330887,0.76967716,-0.2869089
-0.2020471,0.43869433,-0.756839,-0.31632358,0.737656,-0.2442485
-0.2218903,0.3700944,-0.70458925,-0.34887376,0.8038734,-0.22325729
-0.11345879,0.43266243,-0.7514454,-0.30974483,0.69885963,-0.29368812
-0.22677594,0.45504597,-0.75477386,-0.37478834,0.7416515,-0.26036453
-0.25046578,0.3164392,-0.69702435,-0.35215175,0.82444507,-0.18266712
-0.16320021,0.38448063,-0.7403414,-0.30910975,0.7552681,-0.27289706
-0.1859426,0.3268519,-0.7298802,-0.30143347,0.7545623,-0.15577948
-0.13381548,0.38388026,-0.64580315,-0.32635242,0.7800133,-0.17468613
-0.07936172,0.41267565,-0.6859163,-0.33564144,0.74347603,-0.2992367
-0.137025,0.39786807,-0.7655439,-0.28970978,0.7068699,-0.26337728
-0.27689466,0.41029087,-0.78523666,-0.36028874,0.75608486,-0.24058023
-0.1854673,0.39120615,-0.7655699,-0.33611768,0.7505771,-0.31920925
-0.2616519,0.35861835,-0.7383408,-0.32756764,0.809993,-0.22778052
-0.20384707,0.45745426,-0.72176874,-0.36530054,0.7786461,-0.3008631
-0.19518672,0.38178185,-0.71891934,-0.334568,0.7613878,-0.19189876
-0.16895075,0.40377226,-0.7722827,-0.32801357,0.70038825,-0.23477007
-0.13270618,0.42177948,-0.7311338,-0.33252436,0.72234315,-0.2612547
-0.16390432,0.40796137,-0.7522547,-0.35014528,0.7211124,-0.2581311
-0.08085817,0.3135274,-0.6833346,-0.2757334,0.7646235,-0.24735618
-0.1280702,0.42062813,-0.7474721,-0.28329265,0.70241,-0.23701744
-0.19726032,0.3887169,-0.7235197,-0.3473747,0.76577085,-0.22104079
-0.18248475,0.43413782,-0.723609,-0.35787374,0.7402068,-0.22880793
-0.16676298,0.37039128,-0.6583875,-0.32797995,0.7693802,-0.121753186
-0.24663898,0.3425474,-0.70696044,-0.34726006,0.8331286,-0.2533515
-0.19826311,0.36595854,-0.7361755,-0.3378097,0.7749625,-0.2584893
-0.2077833,0.40475625,-0.7628981,-0.31683075,0.74775136,-0.2467675
-0.31159863,0.4087136,-0.7497861,-0.36687872,0.79032815,-0.18679667
-0.2535579,0.4245636,-0.73274446,-0.36318722,0.7956978,-0.2576016
-0.058824874,0.33881837,-0.69592315,-0.31680477,0.73886853,-0.30275536
-0.13944075,0.43983474,-0.72799665,-0.32246834,0.6961491,-0.19527602
-0.22527584,0.37238452,-0.69995606,-0.37902305,0.8156416,-0.26319587
-0.20865287,0.42552346,-0.77335626,-0.29993677,0.73940635,-0.27011612
-0.17694366,0.3936372,-0.7461309,-0.31176174,0.72416425,-0.19226496
-0.14789195,0.34762606,-0.74140316,-0.28559446,0.72288686,-0.17679726
-0.2695366,0.32418838,-0.7332755,-0.3054028,0.8290868,-0.22434814
-0.20057814,0.4263534,-0.71078795,-0.33608902,0.80010575,-0.29511884
-0.16581476,0.37255836,-0.7190351,-0.34462616,0.7395251,-0.19032434
-0.3022442,0.39172876,-0.78935957,-0.3464089,0.777078,-0.23601244
-0.13409066,0.42582417,-0.7718959,-0.28329322,0.6910082,-0.2663536
-0.114448145,0.39430732,-0.6636868,-0.31674737,0.7282379,-0.12910911
-0.12979397,0.30439585,-0.71563745,-0.30747786,0.7472514,-0.18880227
-0.17917942,0.43669394,-0.70828164,-0.38263726,0.75975275,-0.26874825
-0.20522481,0.3772481,-0.7843956,-0.32943586,0.7339112,-0.26808387
-0.23032942,0.3394737,-0.7047284,-0.3642119,0.8129692,-0.22666825
-0.20346658,0.33088169,-0.7264629,-0.3589596,0.78223324,-0.23863004
-0.08228301,0.36229652,-0.7470796,-0.32358083,0.67420125,-0.23046039
-0.17013437,0.38239375,-0.7478575,-0.32421753,0.74492204,-0.26202694
-0.10862465,0.38342178,-0.7226638,-0.24409953,0.7243521,-0.2001791
-0.18698677,0.36420307,-0.7149454,-0.31091666,0.7749329,-0.20315114
-0.14924562,0.42547464,-0.7315654,-0.32140407,0.715786,-0.21638003
-0.2882727,0.36320788,-0.748217,-0.36863562,0.8342587,-0.33368292
-0.20074463,0.43143147,-0.76204634,-0.3290866,0.7202419,-0.22364694
-0.101589024,0.37190065,-0.70204484,-0.29811987,0.70951957,-0.1626732
-0.13513945,0.40395156,-0.715161,-0.32973057,0.73553336,-0.23371248
-0.24969472,0.42041734,-0.7944498,-0.35762334,0.7269602,-0.24769075
-0.222626,0.40850717,-0.79074484,-0.33170378,0.74416775,-0.3058926
-0.23047617,0.37429118,-0.7104173,-0.35406318,0.82549757,-0.30021477
-0.1777847,0.38399267,-0.73303306,-0.36883324,0.7668877,-0.30285898
-0.14502808,0.39692038,-0.70345074,-0.34486377,0.7393646,-0.20584983
-0.1675312,0.34376585,-0.67076457,-0.35524926,0.7806057,-0.17157218
-0.1532895,0.35942668,-0.68874425,-0.34358537,0.78804517,-0.25600368
-0.15854333,0.3431906,-0.7094458,-0.31892592,0.7661967,-0.20686643
-0.18417925,0.41560677,-0.7539129,-0.29710504,0.73836005,-0.23577048
-0.2702659,0.41088718,-0.760901,-0.37671337,0.7401178,-0.17746454
-0.15160206,0.4032178,-0.70502925,-0.35446763,0.7571228,-0.25551844
-0.22067353,0.36219075,-0.7264168,-0.33707875,0.8019411,-0.26314318
-0.23080577,0.40683618,-0.73667777,-0.37719798,0.77226126,-0.24503721
-0.21026511,0.4337097,-0.78601956,-0.3420779,0.69560546,-0.22486496
-0.19205284,0.3690514,-0.72025365,-0.32782722,0.77201325,-0.211449
-0.15478039,0.43329978,-0.73283786,-0.36144444,0.74490446,-0.3113942
-0.14243975,0.35137898,-0.679484,-0.3196476,0.79890704,-0.26889402
-0.12041122,0.37411985,-0.64693,-0.3625566,0.8005482,-0.27983266
-0.2802296,0.4362525,-0.76396,-0.35232717,0.7236208,-0.1450221
-0.13485771,0.328386,-0.75262356,-0.2706337,0.67526585,-0.09499881
-0.180233,0.42481816,-0.7162709,-0.3257119,0.7079555,-0.12800628
-0.058021463,0.35263175,-0.64689356,-0.30392474,0.76225156,-0.22923009
-0.17856814,0.33185983,-0.7041645,-0.32480544,0.8069624,-0.2875964
-0.171345,0.3774828,-0.735851,-0.32976002,0.7481591,-0.23853458
-0.2448148,0.4611323,-0.7735623,-0.3597511,0.72304505,-0.23278037
-0.2658818,0.3615382,-0.7880832,-0.30775008,0.77957517,-0.26557595
-0.20237067,0.36590964,-0.73095816,-0.32888678,0.75898004,-0.18553029
-0.1460014,0.36949185,-0.75241965,-0.3090457,0.7177263,-0.22672652
-0.2996341,0.42571145,-0.7706868,-0.3735264,0.78369474,-0.24921802
-0.22402105,0.40586883,-0.7671923,-0.315405,0.7465887,-0.22692282
-0.26208693,0.3754712,-0.7436649,-0.38542545,0.77792895,-0.21301438
-0.17670424,0.4236191,-0.7037403,-0.34828067,0.7311126,-0.16541621
-0.18661532,0.39713955,-0.73316485,-0.35075185,0.77253765,-0.29617766
-0.2757458,0.38852534,-0.75721836,-0.35893404,0.79784983,-0.2566133
-0.13056144,0.33470193,-0.68462443,-0.3059724,0.76123774,-0.17181341
-0.15020733,0.4119798,-0.67660975,-0.35693327,0.8012185,-0.31552267
-0.2107445,0.43336144,-0.7626065,-0.3539825,0.7202077,-0.23013541
-0.10060924,0.38299325,-0.72277874,-0.31438845,0.7371404,-0.30983895
-0.15606378,0.40021017,-0.7068277,-0.37271833,0.7791747,-0.324255
-0.12082297,0.4240218,-0.7527985,-0.30843705,0.6349684,-0.1454742
-0.12700672,0.35374975,-0.76752436,-0.28911534,0.71133846,-0.28231764
-0.22471339,0.3988624,-0.76550186,-0.3318629,0.736107,-0.20262487
-0.19948666,0.37425256,-0.7409844,-0.31616294,0.77818733,-0.2654665
-0.27513984,0.39575526,-0.73930085,-0.38067836,0.797253,-0.23593514
-0.2758426,0.38998276,-0.7256241,-0.38659328,0.8135721,-0.24568525
-0.15919837,0.37706348,-0.70426124,-0.32714343,0.7773067,-0.2595151
-0.14182013,0.34995976,-0.68506396,-0.31025213,0.76495314,-0.1807007
-0.24046011,0.33542287,-0.744871,-0.34480157,0.7850829,-0.2117048
-0.15242085,0.39854956,-0.76615787,-0.29514718,0.7113864,-0.25146812
-0.2514727,0.4262221,-0.74156296,-0.36390132,0.7706598,-0.22720058
-0.26992002,0.3269993,-0.6831535,-0.42632318,0.8442008,-0.24469031
-0.16358119,0.37014207,-0.7404931,-0.2927975,0.74105793,-0.21142288
-0.19994292,0.3668063,-0.671904,-0.3714118,0.82335526,-0.2580511
-0.2288987,0.4245615,-0.788473,-0.33937615,0.7430599,-0.29639322
-0.22580929,0.40584695,-0.7252377,-0.36358622,0.8007021,-0.29126388
-0.16342603,0.40597662,-0.7716026,-0.31447756,0.70454633,-0.25063354
-0.0438382,0.37930545,-0.70313,-0.30885005,0.698543,-0.2531615
-0.1652102,0.39309794,-0.7148129,-0.3227237,0.7752553,-0.27157176
-0.16437462,0.36300573,-0.7116237,-0.34781265,0.7687834,-0.24450396
-0.21451114,0.40019614,-0.7881481,-0.29260176,0.68553257,-0.14983028
-0.10381864,0.33970982,-0.6826622,-0.29366454,0.74531054,-0.16329882
-0.09650764,0.35660285,-0.7275667,-0.2798106,0.71055716,-0.20861784
-0.26188582,0.32924545,-0.7474313,-0.30445886,0.8024345,-0.1954713
-0.0719172,0.39584756,-0.7420052,-0.2564509,0.68155134,-0.23595612
-0.14458501,0.36188585,-0.7109609,-0.3338069,0.76392066,-0.2641369
-0.21717714,0.36957663,-0.731139,-0.37345096,0.79018897,-0.2771554
-0.31239188,0.41642928,-0.804775,-0.31206954,0.7400662,-0.17167768
-0.21105398,0.38702866,-0.7316466,-0.35957253,0.7708446,-0.23806562
-0.23072112,0.3824123,-0.77508783,-0.3585534,0.7446972,-0.2451971
-0.19742969,0.37940425,-0.7794449,-0.27174318,0.72889996,-0.21760026
-0.15715437,0.37749133,-0.7551093,-0.3295204,0.70398396,-0.20756651
-0.1872519,0.3715025,-0.7541069,-0.3298953,0.75263816,-0.2603414
-0.28021628,0.34050536,-0.699114,-0.38405606,0.8445693,-0.24013865
-0.26096094,0.40442353,-0.7194426,-0.33488256,0.8132535,-0.233006
-0.18646342,0.3602336,-0.65049255,-0.34390792,0.8154814,-0.18846472
-0.1805501,0.39219412,-0.63509095,-0.37440562,0.817819,-0.21803755
-0.17471494,0.4412951,-0.76133806,-0.31278187,0.72285146,-0.2707801
-0.2671477,0.41498178,-0.81379074,-0.32633993,0.73131967,-0.25714564
-0.19975033,0.44677162,-0.74134004,-0.38266033,0.694668,-0.18476453
-0.12526362,0.40313333,-0.7190776,-0.32425973,0.74103445,-0.27272832
-0.16362359,0.4468178,-0.76163226,-0.34057814,0.70010495,-0.26184952
-0.1803036,0.3183591,-0.68565154,-0.3281306,0.81389654,-0.24327631
-0.27759567,0.40767342,-0.7529038,-0.35561475,0.7933875,-0.24266976
